Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Timeless (feat. DJ SPINKING)","A Boogie Wit da Hoodie","TBA","Candy","Playlist","USAT21603116","0q5DrtpnnGpOvBy5nnPMbe"
"M a k e I t T o T h e M o r n i n g","PARTYNEXTDOOR","PARTYNEXTDOOR 4 (P4)","Candy","Playlist","USLD91757478","12VH4g5pTMZmrUVzfJq7F7"
"Next To You","Bryson Tiller","A N N I V E R S A R Y","Candy","Playlist","USRC12003236","2SSyJ6hTS0JeHTg63wVDZ7"
"Thirsty","PARTYNEXTDOOR","PARTYNEXTDOOR TWO","Candy","Playlist","USWB11401868","2TPmjAg6ua4womsSaiNpdk"
"Not On Drugs","Tove Lo","Queen Of The Clouds","Candy","Playlist","SEUM71400059","3zK3kzz1U8KEa8v9Kj8hu8"
"Love Me Harder","Ariana Grande","My Everything (Deluxe)","Candy","Playlist","USUM71409728","5J4ZkQpzMUFojo1CtAZYpn"
"Wus Good / Curious","PARTYNEXTDOOR","PARTYNEXTDOOR","Candy","Playlist","USWB11302162","0NHvTrD8Igke3fawcp3njY"
"Molly","mikeeysmind","Molly","Candy","Playlist","GX53U2046537","5aanvdCyGuKOf48It66i61"
"Too Fast","Sonder","Into","Candy","Playlist","QM24S1650317","0QyJXG36Q3Kta662XS8GhY"
"Take Me Home","PinkPantheress","Take me home","Candy","Playlist","GBAYE2202606","26AmP3ukYC4Zs9lSGlh55I"
"Låtsas som det regnar","Veronica Maggio","Handen i fickan fast jag bryr mig","Candy","Playlist","SEUM71301693","2qmFNZILm5l91oHfcKdUz2"
"Lämna Han","Cherrie","Sherihan","Candy","Playlist","SEYWK1602004","7mtE0SkUhxspXLBSRcgigs"
"Försent","Hov1","Jag önskar jag brydde mig mer... men det gör jag egentligen","Candy","Playlist","SE7N92400006","1U49LNwMAgAwlLMQxeqWL6"
"What Goes Around...Comes Around - Instrumental","Justin Timberlake","What Goes Around...Comes Around","Candy","Playlist","USJI10601110","5CORNAMvxPl6uCikCsq1Ei"
"What Goes Around.../...Comes Around (Interlude)","Justin Timberlake","FutureSex/LoveSounds","Candy","Playlist","USJI10600479","3pD0f7hSJg2XdQ6udw5Tey"
"Just Like That","Macca Grills","Just Like That","Candy","Playlist","QZTAX2273444","6s63gwascZ8GHUfvbnWDfM"
"WOW","Jireel","WOW","WOW","Playlist","SE7DY2400013","1TBxNKhPQJ13Tr0Sg8G79G"
"DNA","Y4ska","DNA","WOW","Playlist","SE6QE2473353","7HuBqX0G5mJTd8TEiPZ40K"
"KAN JAG FRÅGA DIG?","Jireel","LUANDA","WOW","Playlist","SE7DY2300011","0qhPSIycbhJBAWmRVEqanB"
"Aiko","Asme","Aiko","WOW","Playlist","USZXT2455369","3jEU1V6aIJR8cQWiKT8BNT"
"Fin & Bad","Asme","Fin & Bad","WOW","Playlist","USZXT2454689","7nwxrW8dM7LJWQ5ne64Adj"
"Hjärta Till Is","Naod","2029","WOW","Playlist","SE2HL2401006","6dJ2Cv1IiReRjDq33X32H3"
"I Care","23","I Care","WOW","Playlist","GB2DY2300064","05e7SNuOTnMpY6D39ZbNI6"
"Vanilj","BoBa","Vanilj","WOW","Playlist","SEUM72401338","2CBuonjhTSzjzDBKNhjxlF"
"Jet","Asme","Jet","WOW","Playlist","USHM21788840","0M15UWq6uSUrfTGJv3Z7nT"
"Kasse","Aden","Kasse","WOW","Playlist","usdy41744793","1svVszZtjwyAurNFPgcIzN"
"Online - Original","Aden","Vågor & Fåglar","WOW","Playlist","GBX721800073","2T9ebbNGtWvAQWz2wnH1lb"
"Lämna Han","Cherrie","Sherihan","WOW","Playlist","SEYWK1602004","7mtE0SkUhxspXLBSRcgigs"
"Burna Boy","Jireel","YEMAYA","WOW","Playlist","SE7DY2400017","0BSUPnydTkUctGwgpsl20B"
"Go Shawty","Jireel","YEMAYA","WOW","Playlist","US38Y2425970","3thb98cuUQAnneDjpBT2NS"
"Under","Jireel","YEMAYA","WOW","Playlist","SE7DY2400018","0p1lruKSL4qAkuhVZQPAqk"
"Armani","Jireel","YEMAYA","WOW","Playlist","SE7DY2400019","5avYou6QKMsC1nnbOkqqm9"
"Força","Jireel","18","WOW","Playlist","SE4NC1800101","4b94x9AiGJsGkCJ9TJGlut"
"UPP","Y4ska","UPP","WOW","Playlist","SE6I32475216","0pRUzzFbewBH20dqnuo67o"
"Vem Som Helst","Yasin","Vem Som Helst","WOW","Playlist","SE6SA2476010","6flQzdoaLcKGiuk5sKPPYA"
"Bitch, Don’t Kill My Vibe","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","Mix","Playlist","USUM71210774","5h5tBFnbcVioFXiOixTn6E"
"9am in Calabasas","Adrian","9am in Calabasas","+🦄","Playlist","USANG2201800","6EdVTOk5e4RApmwHNBJew9"
"Divine Failure","mikeeysmind","Divine Failure","+🦄","Playlist","QZW9L2293368","0wX6lvYe2UB5z7qtG0XzDj"
"Diamondz n Roses","VaporGod","Diamondz n Roses: The Complete Collection","+🦄","Playlist","QZHN42330211","33w9oVrU2LJNehRD8Q28Ne"
"The Lost Soul Down - Slowed & Reverb","NBSPLV","The Lost Soul Down (Slowed & Reverb)","+🦄","Playlist","FRX762326812","5XtsfMFmpM401S6dbVaOQw"
"XTAYALIVE","jnhygs","XTAYALIVE","+🦄","Playlist","QZDA72377904","1JjiTsqfpfMoukoIW9cM5O"
"1mmortal","Cash!*","1mmortal","+🦄","Playlist","GX89G2399714","2Kh1bNimYKyUI5KQsVTQuE"
"vampire heart","Isak Roen","vampire heart","+🦄","Playlist","QZDA82339573","6Ql2mpc1EbGp0GI6CbaGT4"
"Go (Xtayalive 2)","Kanii","Go (Xtayalive 2)","+🦄","Playlist","USWB12301992","1slDsIJxew9AOOA3v0xFzn"
"Luxxid Diamondz - Perfectly Pitched + Looped","VaporGod","Luxxid Diamondz","+🦄","Playlist","QZTB32381987","2M1r4gMEPlalemkeEhfFWd"
"Fluxxwave (Slowed + Reverb)","Clovis Reyes","Fluxxwave","+🦄","Playlist","QZK6N2350051","2cuBB96Fhr5o77iWnAwStS"
"sins (let me in)","Kanii","sins (let me in)","+🦄","Playlist","USWB12305416","6EQLN1Fl8oy46k4FMwhxug"
"going quietly","Ezekiel","Ezekiel Singles ’18-‘20","+🦄","Playlist","QM42K2046016","7Dfy5ldWfkX8XTbpxYEuob"
"Love on me","Jtbazz","Love on me","+🦄","Playlist","QZWFJ2329141","2qHTaWYpcuWoOh8bZBhbrI"
"Too Much","Bossa","Too Much","+🦄","Playlist","USAT22401443","0Wgtmn1m4u7841gVLHYIdE"
"FΛSHION","Britney Manson","FΛSHION","+🦄","Playlist","RUB862300027","70jiETKdlLEram2zJSHdHH"
"Cult Classic","ta2cute","Cult Classic","+🦄","Playlist","US3DF2298692","4Gyevf6hfKBzh69K79twjP"
"METAMORPHOSIS - Sped Up","INTERWORLD","METAMORPHOSIS (Sped Up)","+🦄","Playlist","QM6N22261650","6MlIIJwO4FxnOlrpOrS4hU"
"Thelema","Øfdream","Øfdream: Anthology, Pt. 1","+🦄","Playlist","QM7281726497","098PU9y0wA153H6UI36uMy"
"Solo","Future","HNDRXX","+🦄","Playlist","USSM11701733","4lH6nENd1y81jp7Yt9lTBX"
"Don't Copy My Flow","фрози","Don't Copy My Flow","+🦄","Playlist","USUS12400344","44HTE9IdjUk01DEAp54amH"
"Love Potions","BJ Lips","Cum n Cocaine","+🦄","Playlist","QZDA62275136","6ZK4VMxfEYLPqpSvX2l4iY"
"Simpsonwave (You look lonely)","mikeeysmind","Simpsonwave (You look lonely)","+🦄","Playlist","TCAGS2206052","54kbOKITBmQHHj1aKxxKmI"
"Under Your Spell","Snow Strippers","April Mixtape 3","+🦄","Playlist","QM4TX2342919","3iRoXGFrF8O0jTul6LAmus"
"Yummy - Righteous Remix","Ayesha Erotica","Yummy (Righteous Remix)","+🦄","Playlist","QZTAU2357385","4UQijskfH7GRycjz77buzW"
"I Know - PR1SVX Edit Sped Up","Kanii","I Know (PR1SVX Edit)","+🦄","Playlist","USWB12301127","1CHGJtIsl2TcoWUR42jxjS"
"U Weren't Here I Really Miss You","Cult Member","U Weren't Here I Really Miss You","+🦄","Playlist","QZRP42132861","61iJknbAXSuBflDz3vSQ0b"
"Molly","mikeeysmind","Molly","+🦄","Playlist","GX53U2046537","5aanvdCyGuKOf48It66i61"
"Yellow","Coldplay","Parachutes","😬🖕","Playlist","GBAYE0000267","3AJwUDP919kvQ9QcozQPxg"
"Sparks","Coldplay","Parachutes","😬🖕","Playlist","GBAYE0000569","7D0RhFcb3CrfPuTJ0obrod"
"The Night We Met","Lord Huron","Strange Trails","😬🖕","Playlist","US53Q1200103","3hRV0jL3vUpRrcy398teAU"
"Atlantis","Seafret","Tell Me It's Real (Expanded Edition)","😬🖕","Playlist","GBARL1500316","1Fid2jjqsHViMX6xNH70hE"
"Young And Beautiful","Lana Del Rey","Young And Beautiful","😬🖕","Playlist","GBUM71301823","2nMeu6UenVvwUktBCpLMK9"
"I Wanna Be Yours","Arctic Monkeys","AM","😬🖕","Playlist","GBCEL1300373","5XeFesFbtLpXzIVDNQP22n"
"cardigan","Taylor Swift","folklore","😬🖕","Playlist","USUG12002836","4R2kfaDFhslZEMJqAFNpdd"
"Love In The Dark","Adele","25","😬🖕","Playlist","GBBKS1500221","0DuWDLjriRPjDRoPgaCslY"
"Cinnamon Girl","Lana Del Rey","Norman Fucking Rockwell!","😬🖕","Playlist","GBUM71903147","2mdEsXPu8ZmkHRRtAdC09e"
"we fell in love in october","girl in red","we fell in love in october / October Passed Me By","😬🖕","Playlist","GBKPL1828677","6IPwKM3fUUzlElbvKw2sKl"
"Gilded Lily","Cults","Offering","😬🖕","Playlist","USQX92206420","3Z0qLOS0cqWKPHXkbTXmNF"
"Iris","The Goo Goo Dolls","Dizzy up the Girl","😬🖕","Playlist","USWB19800160","6Qyc6fS4DsZjB2mRW9DsQs"
"About You","The 1975","Being Funny In A Foreign Language","😬🖕","Playlist","GBK3W2202321","1fDFHXcykq4iw8Gg7s5hG9"
"august","Taylor Swift","folklore","😬🖕","Playlist","USUG12002842","3hUxzQpSfdDqwM3ZTFQY0K"
"Anchor","Novo Amor","Bathing Beach","😬🖕","Playlist","TCACI1562836","7qH9Z4dJEN0l9bidizW7fq"
"i miss your warm hands","i don't like mirrors","Not How it's Supposed to be","😬🖕","Playlist","QZTB82399753","5Mu5BFHb4vFS5cw0hbDICV"
"Gods creation","daniel.mp3","Gods creation","😬🖕","Playlist","SE6XW2227267","5QOB9GCEKefsHUO2SdH3hw"
"The Cut That Always Bleeds","Conan Gray","Kid Krow","😬🖕","Playlist","USUM71924260","7wTqEW5nrMhvyEhEyTnOMd"
"Scott Street","Phoebe Bridgers","Stranger in the Alps","😬🖕","Playlist","USJ5G1714205","6Uwi2Qk3H7fM4b4W4ExrAp"
"evenfall","daniel.mp3","evenfall","😬🖕","Playlist","SE5752372311","04B76QY7J6NnNFpFpqTE4i"
"It Almost Worked","TV Girl","The Night in Question: French Exit Outtakes","😬🖕","Playlist","USDY42073308","4NUhcsz9E1LrBe8nXLZqzp"
"Nothing's Gonna Hurt You Baby","Cigarettes After Sex","I.","😬🖕","Playlist","TCACJ1593857","7cs7MLtAWvsdf3w5kBvfK2"
"Birdsong","Flawed Mangoes","The Beginning/Birdsong","😬🖕","Playlist","QM24S2306182","1Q3zUdg5c95cqB9QTpr9WN"
"What Was I Made For? [From The Motion Picture ""Barbie""]","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Många mix🙈","Playlist","USUM72307484","6wf7Yu7cxBSPrRlWeSeK0Q"
"White Mustang","Lana Del Rey","Lust For Life","Många mix🙈","Playlist","GBUM71702622","6eygbzyL6hY8jFQTARDuo9"
"Cruel Summer","Taylor Swift","Lover","Många mix🙈","Playlist","USUG11901472","1BxfuPKGuaTgP7aM0Bbdwr"
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift","Red (Taylor's Version)","Många mix🙈","Playlist","USUG12103690","5enxwA8aAbwZbf5qCHORXi"
"Brooklyn Baby","Lana Del Rey","Ultraviolence (Deluxe)","Många mix🙈","Playlist","GBUM71402169","1NZs6n6hl8UuMaX0UC0YTz"
"BIRDS OF A FEATHER","Billie Eilish","HIT ME HARD AND SOFT","Många mix🙈","Playlist","USUM72401994","6dOtVTDdiauQNBQEDOtlAB"
"CHIHIRO","Billie Eilish","HIT ME HARD AND SOFT","Många mix🙈","Playlist","USUM72401988","7BRD7x5pt8Lqa1eGYC4dzj"
"we can't be friends (wait for your love)","Ariana Grande","eternal sunshine","Många mix🙈","Playlist","USUM72317276","51ZQ1vr10ffzbwIjDCwqm4"
"You're On Your Own, Kid","Taylor Swift","Midnights","Många mix🙈","Playlist","USUG12205711","4D7BCuvgdJlYvlX5WlN54t"
"End of Beginning","Djo","DECIDE","Många mix🙈","Playlist","GBKPL2205058","3qhlB30KknSejmIvZZLjOD"
"Close To You","Gracie Abrams","The Secret of Us","Många mix🙈","Playlist","USUG12401775","2bl81llf715VEEbAx03yvB"
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd","The Idol Episode 4 (Music from the HBO Original Series)","Många mix🙈","Playlist","USUG12303881","7CyPwkp0oE8Ro9Dd5CUDjW"
"Lover","Taylor Swift","Lover","Många mix🙈","Playlist","USUG11901473","1dGr1c8CrMLDpV6mPbImSI"
"Daylight","Taylor Swift","Lover","Många mix🙈","Playlist","USUG11901486","1fzAuUVbzlhZ1lJAx9PtY6"
"Love In The Dark","Adele","25","Många mix🙈","Playlist","GBBKS1500221","0DuWDLjriRPjDRoPgaCslY"
"Cinnamon Girl","Lana Del Rey","Norman Fucking Rockwell!","Många mix🙈","Playlist","GBUM71903147","2mdEsXPu8ZmkHRRtAdC09e"
"CARNIVAL","¥$","VULTURES 1","Många mix🙈","Playlist","QZ7XS2400012","3w0w2T288dec0mgeZZqoNN"
"Me U & Hennessy (feat. Lil Wayne)","DeJ Loaf","Me U & Hennessy (feat. Lil Wayne)","Många mix🙈","Playlist","USSM11502136","4TSDz7xZtxIXeKwiOuCe25"
"Champagne Coast","Blood Orange","Coastal Grooves","Många mix🙈","Playlist","GBCEL1100251","0AIpGG5dxEgnAymhdJRSZ0"
"die first","Nessa Barrett","young forever","Många mix🙈","Playlist","USWB12201358","3TfDUStpnEVIlsNlgcKQgJ"
"sdp interlude","Travis Scott","Birds In The Trap Sing McKnight","Många mix🙈","Playlist","USSM11607552","4gh0ZnHzaTMT1sDga7Ek0N"
"I Love You, I'm Sorry","Gracie Abrams","The Secret of Us","Många mix🙈","Playlist","USUG12401766","51rfRCiUSvxXlCSCfIztBy"
"WILDFLOWER","Billie Eilish","HIT ME HARD AND SOFT","Många mix🙈","Playlist","USUM72401993","3QaPy1KgI7nu9FJEQUgn6h"
"Casual","Chappell Roan","The Rise and Fall of a Midwest Princess","Många mix🙈","Playlist","QM24S2205365","3WSOUb3U7tqURbBSgZTrZX"
"Sad Girl","Lana Del Rey","Ultraviolence (Deluxe)","Många mix🙈","Playlist","GBUM71402107","11MyiSGZSYSmhhqwGUTtAq"
"Keep It Rough","Deepend","Keep It Rough","Många mix🙈","Playlist","DEXN92348117","3hXcqDjoOc4I8mGdFuGNUv"
"All Of The Girls You Loved Before","Taylor Swift","All Of The Girls You Loved Before","Många mix🙈","Playlist","USUG12301406","4P9Q0GojKVXpRTJCaL3kyy"
"Glue Song","beabadoobee","Glue Song","Många mix🙈","Playlist","GBK3W2302568","3iBgrkexCzVuPy4O9vx7Mf"
"So High","Doja Cat","So High","Många mix🙈","Playlist","USRC11400475","2qyhy9ndo8tTGMzXeHTisR"
"...Ready For It?","Taylor Swift","reputation","Många mix🙈","Playlist","USCJY1750003","2yLa0QULdQr0qAIvVwN6B5"
"lacy","Olivia Rodrigo","GUTS","Många mix🙈","Playlist","USUG12304095","6QT6j7rKt7Vk3IuV2AUO9W"
"Are You Bored Yet? (feat. Clairo)","Wallows","Nothing Happens","Många mix🙈","Playlist","USAT21812258","57RA3JGafJm5zRtKJiKPIm"
"Belong to the City","PARTYNEXTDOOR","PARTYNEXTDOOR TWO","Många mix🙈","Playlist","USWB11401863","5c3luoCub1Z1Gg74NdNtuq"
"East Liberty","PARTYNEXTDOOR","PARTYNEXTDOOR TWO","Många mix🙈","Playlist","USWB11401859","2nOTvYKyk51OSs90GvMgLW"
"No. 1 Party Anthem","Arctic Monkeys","AM","Många mix🙈","Playlist","GBCEL1300367","5TTGoX70AFrTvuEtqHK37S"
"Nothing's Gonna Hurt You Baby","Cigarettes After Sex","I.","Många mix🙈","Playlist","TCACJ1593857","7cs7MLtAWvsdf3w5kBvfK2"
"Heartburn","Wafia","Heartburn","Många mix🙈","Playlist","AUFF01500752","5z0q8ZJx9TFLXzspcOvWBC"
"Tell Me How! (tell me girl)","Bxiety","Tell Me How! (tell me girl)","Tell Me How! (tell me girl)","Playlist","QZHN92496504","1XFfGKKBwwPSCCUdnhlGfw"
"Tell Me How! (tell me girl) - Sped Up","Bxiety","Tell Me How! (tell me girl)","Tell Me How! (tell me girl)","Playlist","QZHN92496505","0dJmDjkIRopWD8s9aDb2tQ"
"Nightcrawler - Instrumental Sped Up","fam0uz","Nightcrawler","Tell Me How! (tell me girl)","Playlist","CA5KR2424915","1S8CW98NhDftC329s5G5h3"
"dont understand - slowed","snowblind","dont understand (slowed)","Tell Me How! (tell me girl)","Playlist","QZK6P2461664","1qTNcVnaTUjgX2YeVPfRz9"
"Diamondz n Roses - FRZB Remix","VaporGod","Diamondz n Roses: The Complete Collection","Tell Me How! (tell me girl)","Playlist","QZZ4J2400088","2TyFqhEA2Q2k6wAJeP8LsL"
"Fluxxwawe x Back It Up","zyhackx","fluxxwawe x Back It Up","Tell Me How! (tell me girl)","Playlist","QZLBC2413605","0NCazZzBQ86HAvG3hjeXZR"
"EEYUH! x Fluxxwave (Super Slowed)","Clovis Reyes","EEYUH! x Fluxxwave","Tell Me How! (tell me girl)","Playlist","US3DF2464799","5rKiRtzO88sMnZOeBrkzP6"
"Diamondz n Roses (Back It Up!)","VaporGod","Back It Up! (Diamondz n Roses)","Tell Me How! (tell me girl)","Playlist","QZVFR2301712","1kJSda5yj2yM7NLXItqgZD"
"Blink","Nuvfr","Blink","Tell Me How! (tell me girl)","Playlist","QZTAX2353162","2tw1yqOp0BU90yqjvvaqDZ"
"/ (Forgotten)","mikeeysmind","/ (Forgotten)","Tell Me How! (tell me girl)","Playlist","QZTB72289589","6W4bbq4XoEEoCUfKIgEzj5"
"Reverse Fluxx","Irokz","Reverse Fluxx","Tell Me How! (tell me girl)","Playlist","CA5KR2441463","0pDdSCx153fgecNPmNZuzP"
"EEYUH! (Super Slowed)","HR","EEYUH! (Alt Versions)","Tell Me How! (tell me girl)","Playlist","USANG2449171","0biXZjtp6wn8eUeiJyXttH"
"Nightcrawler - Slowed","krush","Nightcrawler (Slowed)","Tell Me How! (tell me girl)","Playlist","QZZMB2401118","1QHI73D38PNwmiZsLHacHl"
"BYE BYE","TINO","BYE BYE","Tell Me How! (tell me girl)","Playlist","QZFZ62489938","5etWPbCxnyYyzIhERBsVTz"
"Kompa Jersey - Slowed","Irokz","Kompa Jersey","Tell Me How! (tell me girl)","Playlist","QM6MZ2450954","0RT9qm3sJYFtoBxI8tKRHy"
"Core of the World","AlphenLiibee","Core of the World","Tell Me How! (tell me girl)","Playlist","SGB502490502","6edpUeiGsjnDAFWLAME8iS"
"Fluxxwave - Lay with Me, Sped Up","Anti","Fluxxwave (Lay With Me, Edits)","Tell Me How! (tell me girl)","Playlist","QM3DF2253027","5OdGYr9R8wZI3oiKqkyxhy"
"GOOD LOYAL THOTS - Slowed Instrumental Edit","ODECORE","GOOD LOYAL THOTS (WORLD DON’T REVOLVE AROUND YOU)","Tell Me How! (tell me girl)","Playlist","QZVFR2200052","5JuJWNuJB0t2hNpOeBQwqJ"
"Blessed - slowed","ilyvirato","Blessed","Tell Me How! (tell me girl)","Playlist","QZHN92316974","0RnUjPu8nk8axH0NsgtVZn"
"Diamondz n Roses (Back It Up!) - Slowed & Reverbed","VaporGod","Diamondz n Roses: The Complete Collection","Tell Me How! (tell me girl)","Playlist","QZVFR2301714","1FNGAXsd52GSDs00qHmnRc"
"comeback","Smi.le","TEARS & DANCES","Tell Me How! (tell me girl)","Playlist","QZRP42526268","6xtjIt7nYsedZqG9AvANNt"
"Stray.wav (super slowed)","$undown","Stray.wav (remixes)","Tell Me How! (tell me girl)","Playlist","US3DF2568890","1uvSSz5yWs8QOpGmWCPXXR"
"NO REPLY - Slowed","NTPV","NO REPLY","Tell Me How! (tell me girl)","Playlist","QT5M22567796","6WlKWoDjv6ugc70vihvDHb"
"Futile Devices (Doveman Remix)","Sufjan Stevens","Call Me By Your Name (Original Motion Picture Soundtrack)","Futile Devices (Doveman Remix)","Playlist","US64G1737301","5vTSnZTmS1gMiWuA9kDE19"
"Mystery of Love","Sufjan Stevens","Mystery of Love","Futile Devices (Doveman Remix)","Playlist","US64G1737302","5GbVzc6Ex5LYlLJqzRQhuy"
"Visions of Gideon","Sufjan Stevens","Call Me By Your Name (Original Motion Picture Soundtrack)","Futile Devices (Doveman Remix)","Playlist","US64G1737303","0SUDiaR0qm30fXVGPjPvRp"
"Should Have Known Better","Sufjan Stevens","Carrie & Lowell","Futile Devices (Doveman Remix)","Playlist","US64G1509902","3AyuigFWbuirWHvidbMz8O"
"Nothing's Gonna Hurt You Baby","Cigarettes After Sex","I.","Futile Devices (Doveman Remix)","Playlist","TCACJ1593857","7cs7MLtAWvsdf3w5kBvfK2"
"The Only Thing","Sufjan Stevens","Carrie & Lowell","Futile Devices (Doveman Remix)","Playlist","US64G1509907","17UVxL0MYEmKzXppfUL5in"
"To Be Alone With You","Sufjan Stevens","Seven Swans","Futile Devices (Doveman Remix)","Playlist","USG4M0451304","12homE4JpBey5cckgoepR7"
"Fade Into You","Mazzy Star","So Tonight That I Might See","Futile Devices (Doveman Remix)","Playlist","USCA29300105","1LzNfuep1bnAUR9skqdHCK"
"Sit Down Beside Me","Patrick Watson","Sit Down Beside Me","Futile Devices (Doveman Remix)","Playlist","CA0RZ1000006","5tXoYnudQeaCQjWmFjP5f5"
"Old Money","Lana Del Rey","Ultraviolence (Deluxe)","Futile Devices (Doveman Remix)","Playlist","GBUM71402503","6IfPyMb0Sxptpx6jBUATOS"
"National Anthem","Lana Del Rey","Born To Die - The Paradise Edition","Futile Devices (Doveman Remix)","Playlist","GBUM71111567","7cNz65PfCatRXoX7QtqM2A"
"Dark Paradise","Lana Del Rey","Born To Die - The Paradise Edition","Futile Devices (Doveman Remix)","Playlist","GBUM71111561","6qqdFWe7C4LsBjWbXQdsHA"
"Ride","Lana Del Rey","Born To Die - The Paradise Edition","Futile Devices (Doveman Remix)","Playlist","GBUM71205878","7yFMhCJOsH7khgpdnyrZAZ"
"Me U & Hennessy (feat. Lil Wayne)","DeJ Loaf","Me U & Hennessy (feat. Lil Wayne)","Me U & Hennessy (feat. Lil Wayne)","Playlist","USSM11502136","4TSDz7xZtxIXeKwiOuCe25"
"Thuggish Ruggish Bone","Bone Thugs-N-Harmony","Creepin on Ah Come Up","Me U & Hennessy (feat. Lil Wayne)","Playlist","US23S9428103","7qHAjAL7CpadaZLamuBZRm"
"One More Chance / Stay with Me - Remix; 2007 Remaster","The Notorious B.I.G.","Music Inspired By Biggie: I Got A Story To Tell","Me U & Hennessy (feat. Lil Wayne)","Playlist","USBB40706427","2DnXXNkr3YQICQqdg9NH9F"
"Foolish","Ashanti","Ashanti","Me U & Hennessy (feat. Lil Wayne)","Playlist","USDJ20200199","6zMUIb4uce1CzpbjR3vMdN"
"So Anxious","Ginuwine","100% Ginuwine","Me U & Hennessy (feat. Lil Wayne)","Playlist","USSM19805467","2zbjlcLi1VQWqDNYdhyx1l"
"When I See U","Fantasia","Fantasia","Me U & Hennessy (feat. Lil Wayne)","Playlist","GBCTA0600240","4iuNZTcvT9diFySSzVsnVS"
"Age Ain't Nothing But a Number","Aaliyah","Age Ain't Nothing But A Number","Me U & Hennessy (feat. Lil Wayne)","Playlist","USJI19400004","2hMk3VNicbCoV8I81m7Z3q"
"Love","Keyshia Cole","The Way It Is","Me U & Hennessy (feat. Lil Wayne)","Playlist","USAM10500210","0W4NhJhcqKCqEP2GIpDCDq"
"#skeptacore pt.1","Ryder","48 Hours","gurka!🍒🍒","Playlist","GBARL2301732","7BgYrc6oCm1Mqhn1A63jJc"
"#skeptacore pt.3","Ryder","48 Hours","gurka!🍒🍒","Playlist","GBARL2301654","4CpQ3VjZMbH9EJjvwxRNUv"
"#skeptacore pt.2","Ryder","48 Hours","gurka!🍒🍒","Playlist","GBARL2301733","6lxvXGjMJJzyivD78dfOD4"
"For You","Ryder","48 Hours","gurka!🍒🍒","Playlist","GBARL2301731","7unK288bBqbtUJ1lpDCuu0"
"All Alone","Ryder","48 Hours","gurka!🍒🍒","Playlist","GBARL2301728","7h4WdSxVKr8uciqXs3zAXw"
"права","ooes","мои (твои) тёмные желания","gurka!🍒🍒","Playlist","FRX202130466","6E2ec1JmPOXyh7k37tYhYU"
"Congratulations (feat. Bilal)","Mac Miller","The Divine Feminine","gurka!🍒🍒","Playlist","USWB11601434","1OubIZ0ARYCUq5kceYUQiO"
"Fuck The World (Summer in London)","Brent Faiyaz","Fuck The World","gurka!🍒🍒","Playlist","QM24S1921734","2CzUlaKN1mvb0szagSR3ux"
"Un-thinkable (I'm Ready) (feat. Drake) - Remix","Alicia Keys","Un-thinkable (I'm Ready) (feat. Drake) [Remix]","gurka!🍒🍒","Playlist","USJAY1000062","4o4wEDRqotccDTXiQ7TORu"
"Lonely Together (feat. Rita Ora)","Avicii","AVĪCI (01)","gurka!🍒🍒","Playlist","SE5R71700108","75NhhYjHO43mvZgYtnXgti"
"Solen har gått ner","Veronica Maggio","Fiender är tråkigt","gurka!🍒🍒","Playlist","SEUM71900429","10ylH6P7Lk02UVQbHSLSuJ"
"ghostin","Ariana Grande","thank u, next","gurka!🍒🍒","Playlist","USUM71900406","2vdBo4ALPYbHRUPKgtE5iC"
